"","text","created_at","user_location"
"16201"," concerning   hopeful   teachers  staff   able  receive  vaccine  promised  agreed   kids back  school  march 1   teachers  staff rightfully deserve  vaccine",2021-01-21,"Halloween Town"
"16204","update  covid19 vaccine appointments  greene county",2021-01-21,"Kinston, NC"
"16205","   exposed  coronavirus  taking  vaccine prepare   early death   antibody dependent enhancement  also makes women infeilie  doesnt prevent spread  covid19    must watch
coronavirus2020 coronavirusupdate coronavirus vaccines",2021-01-21,"The Capital, Washington D.C."
"16206","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",2021-01-21,"Sacramento."
"16222","please note    list  names made   call center  open wednesday  health depament    keeping  waiting list  future covid19 vaccine appointments   time please   call  health depament asking   put   list",2021-01-21,"Charleston, WV"
"16226","2 day prime  vaccine  ",2021-01-21,"Chico, CA"
"16227","biden  inheriting  nonexistent covid19 vaccine plan  trump administration sources say

",2021-01-21,"Robinson Township, PA"
"16239","concentrated  first shotdidnt give second shot  prescribed three  finding  thats  effective
israel covid19 boss single vaccine dose less effective  hopedbusiness insider",2021-01-21,"Joliet, IL"
"16247","  person  takes care  covid19 patients every day thank   moving quickly  helping  turn  tide   devastation  virus  wrought   nation     move  bring k8 back   classroom school personnel   vaccinated first",2021-01-21,""
"16250","biden  inheriting  nonexistent covid19 vaccine plan  trump administration sources say",2021-01-21,"Atlanta, GA"
"16261","today february covid19 vaccine appointments  age 65  mecklenburg county go live  830am  info plus link  sign ",2021-01-21,"Charlotte, NC"
"16262","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",2021-01-21,"Phoenix Arizona"
"16270","getting  first dose  covid19 vaccine tomorrow vaccineswork",2021-01-21,"New York, USA"
"16275"," mean 35 million people  gotten  vaccine    fuck  ",2021-01-21,""
"16279","reminder wearing  mask can limit  exposure   covid19 virus   greatly lower  chances  becoming ill even  youve  vaccinated get  information   vaccine ",2021-01-21,"France/NYC"
"16286","biden  inheriting  nonexistent covid19 vaccine plan  trump administration sources say
 trump   plan nada zip nothing  basically paid trumpty dumpty togolfwatch tvgo  kult rallies amp get  ego strokedand tweet",2021-01-21,"Berea, KY  and South Africa"
"16294","breaking news biden administration inherits  nonexistent covid19 vaccine plan   trump administration 

americans   brain",2021-01-21,"boystown, chicago, USA"
"16318","nh opening  covid19 vaccine  age 65 tomorrow morning  300k eligible people health professionals  asking everyone   patient",2021-01-21,"Boston"
"16323"," michigan covid19 vaccine shipments unusable  temperature control issue",2021-01-21,"Joliet, IL"
"16334","vaccination roll   florida  moving  slowly  underserved pa   elderly community  learning painfully   cell phone  computer means  appointment amp  vaccination covid19",2021-01-21,"Treasure Coast"
"16336"," drive thru covid19 vaccination mega center    running  garland 1000 doses available  appointment  process running smooth",2021-01-21,"North Texas"
"16354"," rounding     vaccination clinic  ran  dennis  food amp nutrition  made  decision  get  first dose covid19 hegottheshot sciencewins",2021-01-21,"New York, USA"
"16368","many   frontline workers  care team members  take   significant step   fight  covid19  week dedicated care team members   receiving  second dose   vaccine   better protected   continue  provide care   community",2021-01-21,"Pueblo Colorado"
"16378","hear   panel  local expes   answer questions  share information   covid19 vaccination today  230   science   vaccine 
hosted 
tune   

okcadventure okc",2021-01-21,"Oklahoma City"
"16404","questions   covid19 vaccine todayis hosting  qampa  hopefully give   answer     want  know",2021-01-21,"Montgomery, AL"
"16410"," marin 87  schools  open   covid outbreaks   health dept  prioritizing getting teachers vaccinated   can continue teaching safely   none   happening  just across  bridge",2021-01-21,""
"16416","   covid19 vaccine plan  trump   administration  seem obvious    plan   kill  many americans  possible  leaving  white house",2021-01-21,"Eugene, OR"
"16424","got  first dose   pfizer covid19 vaccine today",2021-01-21,"Somerville, MA"
"16448","siegel disgraceful  amazon delayed coronavirus vaccine help  political reasons

",2021-01-21,""
"16461"," got  2nd round   covid19 vaccine   arm  feel better   just went ahead  fell ",2021-01-21,"Nashville, TN"
"16503"," arrival  vaccine shipment knox county announces signup list  open friday  next clinic
",2021-01-21,"Sacramento, CA"
"16511","howard university hospital coronavirus vaccination information",2021-01-21,"District of Columbia, USA"
"16519","gov cox speaks  utah sees trouble  covid19 vaccine distribution kutv2news 
",2021-01-21,"Salt Lake City"
"16543"," covid19 vaccine experience 28 days  95 protectionviaigottheshot",2021-01-21,"Washington, DC"
"16551","new covid19 variant defeats plasma treatment  may reduce vaccine efficacy

",2021-01-21,"Washington, DC 20009"
"16555"," new administration  arrived  dc   fight  covid19  far   

thank    colleagues   richmondhill  southozonepark leaders  joining  call  action today  ensure vaccine equity    combat covid19  queens",2021-01-21,"Queens, NY"
"16570","   justification  mandating vaccines     tested frequently    tested positive    need  vaccine getting vaccinated   prevent   becoming infected transmitting    symptomatic  need choices covid19",2021-01-21,"Brooklyn, NY"
"16573","got  covid19 vaccine today thank  president trump  managing  speedy production  distribution",2021-01-21,"United States"
"16588"," hill biden covid19 czar calls trump vaccine planning  much worse     imaginedthehill convicttrump


via",2021-01-21,"Murfreesboro, TN"
"16627","  florida   required   65  get  covid19 vaccine  mother  disabled  many underlying health conditions   63   told  group   vaccinated  health workersnursing homes   afraid    advice",2021-01-21,"Greater St. Petersburg Florida"
"16639","   snowbirds  plan  getting   gotten  covid19 vaccine outside  iowa",2021-01-21,"Madison, WI"
"16645","residents without computer access can call 8335400473 btwn 8am830pm 7 daysweek  register   covid19 vaccine  info atunder communications amp public affairs",2021-01-21,"Downey, CA"
"16659","today    video call wdr alisa haushalter   application   covid19 vaccine  stated  regardless   immigration status everyone   access   vaccine  
 
 
 
togetherwearestronger",2021-01-21,""
"16668","yalenewhaven health opens public covid19 vaccination clinics across  state",2021-01-21,"New London, CT"
"16693","metro health  received  19850 doses   covid19 vaccine   state  much     think   wasted  spoiled",2021-01-21,"San Antonio, TX"
"16730","cnn    news org

newly sworn  president joe biden   advisers  inheriting  coronavirus vaccine distribution plan  speak    trump administration sources tell cnn posing  significant challenge   new white house",2021-01-21,"Tacoma, WA"
"16739","can  agree  going forward  covid19 statistics   asterisk beside  numbers  biden administration  just now discovering     vaccination plan ffs",2021-01-21,"nowhere"
"16753","  get help making  covid vaccine appointmentsome counties allow   make  appointment   phone   dont   computervia",2021-01-21,""
"16826"," story  4 photos

 senior gets  moderna covid19 vaccine tells  trained vaccinator  joke gets  huge laugh finishes   big thumbs 

pa   bayside physicians group vaccine clinic   oldest patients  800 shots today  tomorrow 13newsnow",2021-01-21,"13newsnow.com"
"16856"," great addition   vaccination process",2021-01-22,"Charleston, WV"
"16859","good news today  iowans 65  older  eligible   covid19 vaccine  phase 1b anticipated  begin feb 1  groups  1b    eligible   divided  tiers find  information ",2021-01-22,"West Des Moines, IA"
"16878","    burbank resident   65 years  older    eligible   free covid19 vaccine 

   experiencing difficulties scheduling  appointment using  la county website please contact    resources  help  appointment scheduling",2021-01-22,"Burbank, California"
"16881"," african american coalition wants  know   community feels   covid19 vaccine 

please fill   anonymous survey 


engageeducateempower survey covid19",2021-01-22,"Fresno-Madera-Visalia, CA"
"16919","bidens covid19 strategy includes intel review  cyber risks  vaccine rollout",2021-01-22,"Vienna, VA"
"16926"," aunt amp uncle  able  get vaccine appointments   cousins called  busy hotline repeatedly  multiple phones  typed really fast  got  parents spots online  every senior   kind  help     impoant story byamp",2021-01-22,"Orlando, FL"
"16927"," can  get vaccinatedcolorado covid19 updates",2021-01-22,""
"16928","cnn poll americans willingness  get  coronavirus vaccine    rise 

",2021-01-22,"Los Angeles, CA"
"16975"," second dose   covid19 vaccine  kicking  ass 

chills dry throat sniffles headache amp body aches 

just hope  wake    shit  gone",2021-01-22,"Bay Area"
"16978","covid19 vaccine dose 1 proud    buckeye
shotattheschott thisisourshot buckeyesinthistogether vaccinessavelives",2021-01-22,"Columbus, OH"
"16982"," coronavirus vaccine continues    rate   us every adult   us   fully vaccinated  summer 2022 covidvaccine 22",2021-01-22,"Centreville VA U.S.A"
"17090","amazon offers  assist  covid19 vaccine distribution   us",2021-01-22,"Silicon Valley, CA"
"17096"," can  get vaccinated  covid19do  need  call  health depament 
  answers",2021-01-22,"Grand Island, NE"
"17105","  wrong 

1st dose  much lower efficacy   long term prognosis  1st shot effectiveness alone  unknown  treatment  designed   2 doses herd immunity projections based  2 doses  took billions  develop  vaccine 

",2021-01-22,"Atlanta, GA - USA"
"17135"," facility  scarborough   transformed   highvolume vaccine clinic  healthcare workers say  goal   vaccinate  least 1000 mainers  day

maine health covid19 wmtw news8",2021-01-22,"Portland, ME"
"17144","  hear  trump   plan whatsoever  distributing  covid19 vaccine trumps  sadist  measures  power   many people  kills",2021-01-22,"Concord, NC"
"17169","pope frances received  covid19 vaccine  urges others    ",2021-01-22,"Washington, DC"
"17172","video replay today  2 pm   fb page
listen   featured guestcommissioner regalado talk  covid19 vaccine roll   new program  autistic individuals   county amp  
",2021-01-22,"Miami, Florida"
"17179","ft smith public schools superintendent terry morawski joins  fsps employees getting covid19 vaccines   mercy clinic set   ben geren shelter friday jan 22 400 employees representing  depament  school received  vaccine shots",2021-01-22,"Fort Smith, AR"
"17191","stas vaccines   65 monday  also    vaccine clinic monday atif  qualify registration begins  10  today get  appointment  calling 3362363096   visitingcovid19 vaccine",2021-01-22,"Lexington, NC"
"17201","  recall democrat machine adherents wailed  cdc   stopped  vaccination distributor  chief   set priorities state amp federal democrats screwed   logistics  paisan behavior  can  now disprove  listen  nancy  ",2021-01-22,"USA 01089  Massachusetts"
"17224","right now go tell  elders covid19 vaccine free   one  ask foror credit card  ss   phone  email etc",2021-01-22,"Austin, Texas "
"17235","just took  covid19 vaccine shot 1 vaccine coronavirusvaccine covid",2021-01-22,""
"17273","city schools  panering  centra   health depament  aid  covid19 vaccination effos",2021-01-22,"Lynchburg, VA"
